GRE Score,TOEFL Score,University Rating,SOP,LOR,CGPA,Research,Chance of Admit
320,114,3,1.9,2.8,7.26,1,0.68178535
270,80,3,3.6,3.5,6.83,0,0.50428617
327,88,4,2.5,4.5,7.1,0,0.5943255
293,80,1,1.1,3.8,8.43,0,0.47554463
339,102,2,1.4,4.9,9.73,0,0.84042466
267,116,5,1.2,2.7,8.03,1,0.70394325
267,97,4,1.4,4.4,6.02,1,0.55505896
274,83,2,2.8,1.3,9.1,1,0.6809562
264,89,1,4.6,3.4,8.77,1,0.7036283
278,106,1,1.0,1.6,9.32,0,0.7862548
333,81,3,1.8,2.0,6.72,0,0.5488336
268,83,4,4.4,3.9,7.7,1,0.66068137
316,119,4,2.8,2.5,6.55,0,0.8864389
313,112,1,1.6,2.7,9.09,1,0.80204815
288,120,1,2.1,1.4,9.05,1,0.8124113
278,87,5,4.0,1.9,8.57,0,0.5981398
336,94,1,2.6,3.3,9.69,1,0.81863457
305,86,3,3.3,3.1,8.56,1,0.65731615
339,109,2,4.5,3.6,7.72,0,0.7066865
321,103,1,2.5,4.1,7.71,0,0.6306324
319,99,4,1.1,1.9,7.4,0,0.568177
264,84,2,2.5,2.4,9.3,0,0.5842665
292,86,2,3.4,3.0,8.87,0,0.5325983
314,116,5,2.1,1.0,8.64,1,0.7291195
278,81,3,4.8,2.8,6.76,1,0.65775985
276,89,3,1.3,4.6,7.41,0,0.51512957
301,92,4,2.7,2.4,9.11,1,0.7023188
281,100,5,3.5,2.4,8.8,0,0.680969
298,82,1,3.3,2.1,9.25,1,0.65728384
339,93,5,4.8,3.4,9.45,0,0.71943074
286,95,4,3.1,4.2,7.33,0,0.5822449
335,87,5,1.5,4.3,7.35,0,0.66823703
305,103,5,4.4,2.2,6.78,0,0.5875974
287,93,2,4.4,3.4,7.12,1,0.6664416
311,85,5,4.5,3.8,7.02,0,0.60151637
324,103,3,2.3,4.8,9.01,0,0.784627
298,108,3,4.9,3.4,9.91,0,0.8440971
277,105,4,4.1,2.1,7.39,0,0.603592
281,113,5,3.6,4.0,8.98,1,0.81184363
327,84,4,3.4,4.1,6.71,1,0.6818534
270,113,3,4.0,3.9,6.6,1,0.6573364
323,113,3,1.8,4.2,8.14,0,0.74251944
330,92,5,4.4,3.9,7.15,1,0.68110096
316,82,1,2.4,4.3,8.75,1,0.69253445
294,84,2,4.0,2.6,6.9,1,0.65440065
296,101,1,3.9,4.3,6.55,0,0.60246557
309,100,2,1.0,2.0,6.15,0,0.5884256
289,106,3,3.4,2.0,8.88,1,0.7473275
276,103,1,2.6,2.2,7.74,1,0.5833895
292,118,5,2.2,4.3,8.3,0,0.67949075
275,87,1,4.3,1.6,8.91,0,0.55293226
274,83,3,1.2,2.7,9.38,1,0.6783248
272,115,4,3.9,1.7,8.2,1,0.7483025
262,85,5,1.3,2.1,9.29,1,0.7610437
283,110,1,3.9,4.4,8.06,0,0.60130006
282,84,4,2.9,2.7,9.44,0,0.60282665
318,85,1,2.2,3.8,8.47,0,0.5941292
314,81,2,2.3,3.5,9.99,1,0.68376076
324,80,2,4.0,1.1,8.53,1,0.6520605
291,108,5,1.5,1.5,8.03,0,0.48744336
319,102,2,1.3,2.3,8.83,1,0.7392084
289,97,4,3.2,2.2,7.37,0,0.4811429
325,82,1,1.5,4.8,9.32,1,0.7302404
277,95,3,1.3,1.1,8.3,1,0.6937853
318,115,4,4.2,3.8,8.06,1,0.7375598
312,110,4,3.8,4.3,8.93,1,0.8038172
323,101,3,2.7,2.8,8.32,1,0.68353564
289,87,3,4.3,1.3,6.62,1,0.6189856
277,101,3,3.5,3.1,6.71,0,0.50485027
264,92,1,3.0,3.2,9.6,1,0.69997114
328,117,3,1.9,1.9,6.63,0,0.82213527
267,108,3,2.1,4.7,7.93,1,0.64029264
268,95,3,2.6,2.0,6.52,1,0.6250172
291,89,4,3.9,4.9,7.72,0,0.6543982
273,113,1,3.6,4.3,8.89,0,0.75541484
272,112,2,2.3,3.5,7.99,0,0.6627382
277,93,1,4.8,2.9,8.63,0,0.56661695
327,111,5,2.7,4.1,8.13,1,0.69755334
281,102,5,1.2,2.1,9.55,0,0.6844525
279,94,4,3.0,3.9,9.38,1,0.7251385
274,104,5,4.6,2.2,6.65,0,0.59429413
266,105,5,3.2,1.5,8.56,1,0.7483168
336,91,3,4.5,3.3,7.85,1,0.6760194
289,98,3,1.3,4.8,6.94,1,0.5687789
264,119,1,4.5,4.2,9.57,1,0.8297621
260,98,5,4.0,2.5,6.05,0,0.5252444
319,111,2,4.3,4.8,6.69,1,0.69875735
290,89,4,3.9,4.9,6.63,1,0.69115406
279,106,1,1.1,2.6,6.77,0,0.49635997
323,102,3,4.4,4.1,8.29,1,0.72686315
323,120,3,1.2,2.6,8.65,1,0.84325224
288,97,1,2.5,1.4,9.07,1,0.68519086
269,114,1,3.4,1.4,9.42,1,0.81916344
288,92,5,1.3,2.4,6.01,1,0.6887119
290,81,5,3.8,2.9,8.87,0,0.5930127
334,115,4,1.9,3.5,9.15,1,0.8837809
289,101,2,2.2,4.3,9.7,1,0.7846696
284,99,1,2.4,1.0,8.04,0,0.5578119
339,86,1,3.8,2.5,7.39,0,0.5721483
317,91,1,3.9,3.2,6.05,0,0.5733361
316,94,2,2.6,3.3,6.3,1,0.55577314
322,108,3,3.1,4.5,6.99,1,0.6410185
296,87,1,4.2,3.0,6.32,0,0.52460515
317,102,2,1.3,1.3,8.5,1,0.66137826
287,92,5,4.4,3.4,8.88,0,0.65114176
286,112,5,3.8,3.5,7.13,1,0.6938769
329,84,5,4.0,2.9,8.71,0,0.5824964
296,98,5,2.4,4.6,6.02,1,0.59156245
265,86,4,3.9,4.5,7.37,1,0.6523283
336,83,4,1.4,3.1,8.44,0,0.58621573
321,116,2,1.3,3.6,6.39,1,0.8134185
292,88,2,2.3,4.6,7.34,0,0.5766398
337,98,4,3.0,4.0,6.67,1,0.64258826
299,104,5,2.7,4.2,6.47,0,0.60473126
300,80,5,3.2,1.7,6.02,0,0.44587272
301,83,4,1.1,3.9,8.53,1,0.6666812
268,97,3,2.2,2.0,7.02,0,0.44444108
277,86,5,2.7,2.9,9.38,1,0.7383676
274,98,5,1.8,1.4,8.1,0,0.5209279
263,102,3,1.9,4.3,8.16,0,0.6198201
293,107,2,2.3,2.7,9.73,0,0.8505043
321,108,3,3.3,4.1,6.29,1,0.62599164
297,85,2,3.9,3.4,8.37,1,0.662343
340,106,5,1.3,3.9,7.24,0,0.81351495
330,83,3,1.4,4.8,8.44,0,0.6431588
282,102,1,1.6,3.2,8.22,1,0.59489965
279,109,4,3.2,4.2,9.35,0,0.81681013
315,103,5,2.9,3.3,7.26,1,0.60233164
312,111,4,3.5,4.8,7.24,0,0.68669266
261,90,1,4.0,3.7,9.41,1,0.7093128
280,109,1,4.2,4.3,9.25,0,0.752508
335,105,1,3.8,2.9,8.87,1,0.7619149
301,95,4,1.2,1.2,9.03,1,0.7196366
316,85,2,4.7,4.3,7.8,0,0.6744101
308,104,2,1.2,4.3,6.88,1,0.57738
269,99,4,3.2,2.0,6.94,0,0.5068368
331,89,4,1.7,2.6,7.6,1,0.70116246
320,118,3,2.9,2.4,8.7,0,0.811752
280,80,2,2.6,3.4,9.13,1,0.6271629
319,90,4,4.8,2.4,9.51,1,0.7725043
272,91,4,2.8,3.2,7.26,0,0.48902175
307,99,4,2.5,2.1,7.95,1,0.64930874
299,91,4,2.8,1.3,6.46,1,0.6151496
322,95,4,3.8,3.4,6.13,0,0.6638252
335,94,5,1.9,2.8,9.27,0,0.5773453
340,105,5,2.1,4.0,9.5,1,0.89596653
268,90,2,1.9,4.7,9.83,1,0.7084105
316,82,5,4.3,1.0,7.85,0,0.46281067
310,81,1,2.6,1.6,9.26,0,0.5347504
299,98,4,2.9,2.9,7.82,0,0.5351697
335,111,4,1.3,3.8,6.4,0,0.8770165
332,102,5,4.9,3.1,7.93,1,0.7160167
323,103,2,1.8,4.6,7.75,1,0.6683197
329,92,2,3.5,1.6,9.3,1,0.7200697
323,80,1,4.0,4.1,8.19,0,0.63872516
284,118,5,3.8,4.6,9.06,0,0.81831837
287,84,5,4.0,1.5,9.82,1,0.7699844
269,92,4,3.4,1.4,8.97,0,0.6465516
287,116,5,2.6,4.3,8.24,0,0.6779193
295,87,2,3.2,4.3,9.34,1,0.6796795
270,119,2,1.7,1.9,8.62,0,0.7959702
280,109,2,2.3,1.1,9.76,1,0.82664776
285,107,1,4.4,4.6,6.4,1,0.71337557
277,108,5,1.5,3.7,7.56,1,0.59446377
327,115,5,1.5,4.1,6.6,0,0.9158286
300,99,2,1.4,4.5,8.12,0,0.6338046
274,84,1,4.1,3.1,7.86,0,0.4825827
282,86,5,3.7,3.2,9.28,1,0.7425887
300,109,2,3.3,2.9,9.59,1,0.8282011
265,117,4,1.4,2.0,8.65,0,0.7668799
330,86,2,3.3,3.1,8.57,1,0.7065932
319,90,3,2.9,2.5,7.88,1,0.6554995
338,90,4,1.9,4.3,9.16,0,0.6668565
311,99,5,1.5,4.9,9.76,0,0.7396202
268,112,1,1.6,4.7,8.75,0,0.77420884
289,94,2,2.0,3.2,6.3,0,0.4531446
303,83,4,3.6,1.7,8.13,1,0.67053336
321,89,2,2.9,3.7,8.77,1,0.6946563
302,117,4,2.9,3.4,8.29,0,0.6726198
287,119,1,2.3,3.6,6.82,0,0.615876
267,82,1,1.4,3.8,6.52,0,0.42238823
310,103,3,2.6,3.2,7.54,0,0.56667
289,81,4,3.2,4.5,7.22,0,0.57358354
270,102,4,2.7,1.0,9.14,0,0.7102375
279,98,3,3.7,4.7,7.8,0,0.6035373
290,87,2,4.3,1.5,6.44,1,0.579429
293,105,1,3.6,4.4,6.94,1,0.67127067
271,97,2,2.7,2.6,7.03,0,0.44596696
307,88,4,1.7,3.7,9.0,1,0.69534373
287,119,5,4.9,4.3,6.8,0,0.71612275
326,115,3,2.5,1.6,6.24,1,0.6719642
322,88,4,3.6,2.3,8.87,0,0.57244277
307,112,1,3.7,2.3,8.61,1,0.71785134
301,90,3,2.6,2.8,6.06,0,0.47601792
311,120,1,4.5,2.4,7.11,0,0.6947984
264,103,2,1.8,3.3,9.57,0,0.8137169
336,103,1,4.8,3.6,9.86,1,0.89659715
271,111,2,2.7,3.4,8.58,1,0.6900613
318,112,4,4.9,3.4,6.7,1,0.62672764
324,119,3,2.0,4.2,6.21,1,0.8932423
311,96,2,4.8,1.0,6.67,0,0.5164607
302,105,4,3.0,2.1,7.7,0,0.5225623
322,112,4,2.5,3.8,7.9,1,0.6736982
309,81,1,3.3,4.8,9.11,0,0.6447574
298,81,1,2.9,4.4,7.35,1,0.6455246
301,93,4,1.2,4.7,6.0,1,0.62016296
339,100,1,2.0,1.1,9.53,0,0.6746712
276,102,4,2.3,3.9,8.42,0,0.64179325
302,101,2,2.9,2.8,8.23,0,0.60636747
308,115,2,4.7,2.9,7.66,1,0.639023
264,80,3,1.2,4.2,9.38,0,0.5676257
260,111,2,1.2,3.2,9.87,1,0.855514
326,108,2,2.6,1.9,8.53,1,0.69521755
283,84,5,3.9,4.9,8.36,1,0.73151344
288,115,1,4.1,2.6,8.88,1,0.7636818
274,104,1,1.4,2.0,9.19,1,0.71279913
263,101,4,2.8,2.0,7.51,1,0.64911854
303,84,4,1.6,2.0,7.61,0,0.43224755
324,82,2,3.7,1.1,9.27,1,0.6613543
338,103,5,4.2,4.1,8.01,0,0.71880364
290,112,5,1.0,4.3,8.37,1,0.6887287
279,107,2,3.3,3.7,7.54,0,0.5455297
269,100,2,1.4,2.0,7.12,0,0.46935052
270,95,4,3.0,2.8,8.59,1,0.668308
287,90,3,2.6,4.1,7.69,1,0.6116167
297,85,1,3.4,3.1,9.58,1,0.69439214
339,98,1,2.7,4.8,6.05,0,0.7728365
283,117,3,4.8,4.1,8.08,1,0.77318794
298,97,4,3.0,4.3,9.57,0,0.7317268
310,89,5,4.6,2.7,7.96,1,0.6998603
335,91,2,1.3,2.5,9.59,0,0.6657875
309,112,1,4.3,4.0,7.62,0,0.6693396
266,94,4,2.7,1.1,6.83,0,0.46690705
340,91,5,4.4,1.0,6.17,0,0.66847235
327,84,4,4.8,2.4,9.11,0,0.60300046
312,80,1,1.9,3.3,9.95,0,0.62016314
296,117,4,2.1,3.4,9.35,0,0.87251794
313,113,3,3.4,1.3,9.64,0,0.8438595
314,91,4,1.9,1.7,9.31,1,0.73780274
334,109,3,4.9,2.4,9.6,1,0.88214505
290,90,1,3.4,3.2,7.72,0,0.49348304
324,88,5,3.4,1.5,7.71,1,0.6762403
318,86,5,4.1,4.0,9.11,1,0.7584529
306,96,3,4.6,4.9,7.67,0,0.71580297
308,105,1,2.1,3.8,8.5,0,0.6948231
277,106,4,4.9,3.5,9.45,1,0.81374747
262,112,2,1.4,4.1,9.95,1,0.87677217
277,118,2,4.5,4.3,9.55,0,0.8810742
317,84,5,3.8,1.1,8.45,0,0.49738517
330,116,3,2.8,3.0,8.32,0,0.8323657
340,88,1,4.9,4.1,9.95,0,0.79060876
284,102,1,2.4,1.9,8.02,0,0.5803743
277,109,4,4.1,2.4,7.44,1,0.68783116
311,115,4,4.0,5.0,9.56,0,0.9010492
302,80,3,1.2,2.7,9.57,1,0.7000191
326,87,1,4.9,1.0,8.22,0,0.55856377
266,80,4,1.3,4.4,9.27,1,0.69764125
333,89,1,4.9,3.9,8.53,1,0.7686817
303,86,5,1.7,2.7,9.67,1,0.75557894
303,117,4,4.3,3.8,6.89,0,0.7276446
310,82,2,4.1,4.5,7.5,1,0.6933099
338,86,2,3.7,2.6,9.67,1,0.7655072
280,87,5,1.2,1.5,9.17,0,0.5568715
296,113,2,1.7,3.5,9.82,1,0.8872856
287,119,5,1.1,3.1,6.87,0,0.77229005
291,111,3,4.7,2.5,8.42,0,0.6997114
316,111,1,1.2,3.4,8.53,0,0.71458936
300,84,2,4.4,4.7,6.31,0,0.6606092
313,106,5,3.3,4.2,9.54,1,0.86337376
286,92,3,1.6,4.3,8.03,1,0.59982073
333,91,2,2.8,4.6,6.38,1,0.71630925
299,89,3,3.1,3.4,8.21,0,0.55718553
300,80,3,2.4,1.4,6.83,0,0.3929936
329,100,3,2.2,4.6,7.7,0,0.6709777
283,86,1,2.5,1.3,6.99,0,0.36462644
277,89,1,2.7,2.3,8.45,1,0.60662854
333,96,2,1.5,2.5,6.34,1,0.6835913
315,116,5,3.4,3.9,7.1,0,0.8056335
274,80,5,1.9,1.3,9.57,0,0.6107853
331,92,4,1.8,1.6,8.21,1,0.7388957
294,102,1,3.1,3.1,6.29,1,0.55936855
286,107,4,3.4,1.7,9.23,1,0.80914104
262,98,1,2.1,1.8,7.15,1,0.57587206
280,111,1,4.1,1.1,7.54,0,0.61356866
298,89,3,1.4,1.9,6.6,1,0.69486195
291,97,4,1.0,1.2,7.34,1,0.71208525
309,87,4,1.1,3.7,8.71,1,0.7007845
268,95,1,4.3,4.8,7.88,1,0.6717743
309,114,3,3.3,4.3,6.81,1,0.6277929
260,117,4,2.8,4.9,7.16,1,0.67274046
263,96,2,2.7,3.7,9.92,0,0.75819325
263,102,1,1.5,3.6,6.49,0,0.42755455
293,105,5,4.8,2.8,7.37,0,0.61795384
286,119,4,1.5,3.7,8.77,0,0.7984324
274,102,1,3.9,3.4,9.01,0,0.6749494
291,102,3,2.8,3.1,7.66,0,0.5283693
300,86,3,4.7,3.8,6.7,0,0.6237673
330,91,1,4.1,2.0,6.07,0,0.5174411
320,101,3,4.0,2.7,9.65,0,0.7853279
322,96,2,4.8,1.6,8.69,1,0.682469
320,92,3,1.3,4.1,6.94,0,0.5777192
273,117,3,1.5,1.6,6.72,0,0.7183354
282,93,2,3.8,2.9,8.21,0,0.51936543
324,86,2,1.8,1.7,6.18,0,0.474856
291,98,1,3.1,3.1,8.63,1,0.6571524
300,118,1,2.3,2.2,9.57,1,0.88254863
285,86,2,3.6,4.3,9.16,0,0.58428454
307,106,1,5.0,1.3,7.78,0,0.60461974
332,96,1,3.7,2.5,7.91,0,0.60551083
275,113,2,2.5,4.0,8.71,0,0.7654994
290,90,4,4.2,1.7,9.09,1,0.7251619
325,88,5,4.6,1.2,9.59,1,0.79138535
291,118,3,4.6,3.3,7.63,1,0.7106912
269,82,2,3.6,2.0,9.88,0,0.6259449
284,102,2,2.9,1.2,9.34,0,0.7506011
304,119,4,3.5,3.0,9.69,0,0.92841756
283,83,5,2.8,1.1,7.57,0,0.44285288
262,95,1,2.8,2.6,8.1,1,0.5994577
321,100,2,1.8,3.8,9.71,1,0.8310885
338,104,3,3.3,2.0,7.62,1,0.51331884
326,84,1,1.7,4.4,8.5,0,0.6345694
314,80,4,4.6,2.5,9.05,0,0.5970083
269,111,5,2.6,2.8,9.92,1,0.8816103
314,116,3,3.7,3.7,9.04,1,0.82758874
281,99,1,2.6,3.0,7.52,0,0.473004
273,90,4,1.6,3.2,7.74,0,0.48260286
332,112,3,4.3,5.0,9.99,1,0.9505424
267,115,5,3.0,1.6,9.71,1,0.9045354
274,111,4,1.1,2.9,9.67,1,0.84506994
274,98,5,1.5,2.8,7.7,1,0.6371306
311,118,5,1.9,3.6,9.35,0,0.8033569
329,97,3,2.7,4.7,8.88,0,0.7446797
313,115,3,3.9,2.2,7.88,0,0.66226304
335,103,1,4.9,2.4,9.85,1,0.86778134
301,111,1,1.2,1.9,9.96,0,0.873502
278,88,4,3.3,3.6,9.5,0,0.6419623
299,103,4,2.2,2.2,7.32,1,0.57433826
328,94,1,4.8,1.9,7.22,0,0.58394295
286,101,4,3.3,4.8,6.18,0,0.609335
333,113,1,2.9,3.1,9.45,1,0.8736097
302,89,3,3.6,4.7,8.46,1,0.68012977
311,81,1,2.1,3.3,8.02,0,0.5161328
305,118,2,2.2,4.0,9.11,1,0.83312154
273,86,3,4.5,3.3,9.78,0,0.66405433
323,80,1,3.9,2.7,7.31,0,0.546532
320,88,1,4.0,3.6,7.09,0,0.60175747
317,105,5,3.0,2.8,6.16,0,0.76957947
308,94,5,1.6,1.3,7.79,1,0.7383937
338,101,4,3.0,4.9,7.62,0,0.71291804
288,102,5,2.0,2.9,7.61,0,0.49304593
285,82,3,3.0,2.2,8.52,1,0.65101194
286,90,3,2.1,1.8,9.54,0,0.6280342
326,101,1,2.5,2.9,6.78,1,0.53538907
326,119,4,2.5,3.6,6.93,0,0.92322314
294,93,1,2.5,3.0,7.2,0,0.46721414
319,95,1,3.5,1.9,6.38,0,0.5038413
320,113,2,3.6,3.7,8.01,1,0.6530382
329,84,4,4.7,2.9,9.92,0,0.67988586
337,87,5,3.1,4.7,9.82,1,0.79174644
262,81,5,3.4,1.5,8.84,1,0.7720371
292,90,1,3.2,4.2,9.95,1,0.7364799
301,120,4,1.9,3.9,8.87,0,0.7991502
272,120,4,1.3,3.3,7.4,0,0.65520185
288,120,2,1.2,3.5,7.33,0,0.68121266
268,102,2,2.4,4.0,6.17,0,0.48448887
291,80,4,4.6,1.3,9.04,1,0.7193917
281,89,5,2.5,2.8,6.33,0,0.4318646
317,85,3,1.8,3.7,7.64,1,0.69658524
316,82,5,1.9,4.8,7.28,0,0.60148484
269,98,4,3.7,1.8,8.0,0,0.5954412
284,108,2,1.5,3.2,9.45,1,0.7951968
321,94,1,1.8,3.6,7.5,1,0.6396188
322,102,5,4.5,1.7,6.69,1,0.54209495
335,87,1,1.6,4.9,7.15,0,0.6189299
262,104,5,1.6,2.9,7.99,1,0.65834564
306,103,3,3.3,4.7,9.18,0,0.78679955
314,117,1,2.0,2.4,6.46,1,0.6791464
285,91,4,1.7,2.2,6.32,1,0.65518916
272,80,3,2.3,1.9,9.25,1,0.69685054
266,83,3,4.6,3.3,7.93,1,0.639138
293,118,5,2.1,2.6,8.24,0,0.67216694
281,109,1,2.9,2.5,6.12,0,0.5491414
282,113,4,4.8,4.0,6.2,1,0.7008864
307,120,4,4.2,2.1,9.82,0,0.92901504
273,112,5,4.7,1.8,6.24,1,0.59781104
311,109,5,4.7,3.0,8.24,1,0.78326607
298,119,2,4.2,3.5,9.18,1,0.8376019
300,92,4,1.1,1.7,8.38,0,0.44198495
295,109,3,4.6,3.5,6.01,1,0.6140081
265,98,1,2.4,4.2,9.81,1,0.7698596
282,99,1,4.8,4.2,6.96,0,0.6084199
269,117,4,2.1,1.7,9.47,1,0.862665
319,83,3,3.8,2.6,7.3,1,0.65576494
289,102,3,1.8,4.7,8.16,0,0.64127755
329,104,2,2.6,4.1,8.18,1,0.71893716
264,90,4,2.4,1.8,7.66,0,0.4964002
338,110,2,1.6,1.3,8.99,0,0.70863384
316,91,5,3.7,4.9,6.08,1,0.68097997
302,120,1,3.5,2.3,8.55,0,0.73240465
311,113,5,2.3,1.6,7.12,0,0.734947
336,109,1,2.8,4.2,9.21,0,0.8288891
265,95,5,4.4,1.2,7.82,0,0.6397612
261,111,1,4.0,4.2,9.56,1,0.77154446
276,115,1,4.1,2.2,9.48,1,0.8331523
271,97,5,4.1,3.0,6.96,0,0.5598834
303,87,5,2.7,4.7,8.78,1,0.71888363
313,110,5,2.0,4.4,8.3,0,0.66522324
337,115,1,4.8,3.2,9.52,0,0.8749775
266,92,4,2.8,4.0,6.31,1,0.61982584
291,97,4,3.5,1.9,9.36,1,0.75969726
288,114,3,4.4,1.2,7.05,0,0.6299646
305,106,5,2.1,2.0,9.6,1,0.85119826
332,85,3,3.9,3.4,8.17,1,0.71396494
337,89,4,4.4,2.3,9.39,1,0.77512944
312,116,1,3.3,4.4,8.88,0,0.79290575
340,86,4,4.3,2.6,7.24,1,0.6588868
284,95,1,3.1,2.6,9.65,0,0.7158987
312,81,1,2.2,2.5,7.74,0,0.46641448
288,104,5,2.9,4.2,8.84,0,0.6851138
340,105,3,3.2,2.0,8.79,0,0.7250344
265,105,4,2.5,4.4,7.98,1,0.6631728
335,97,3,1.5,1.9,8.85,0,0.65139323
297,117,3,3.0,2.9,7.59,0,0.642455
262,99,1,3.5,1.3,6.72,1,0.5503807
294,107,2,1.7,4.8,7.48,1,0.5960839
314,82,1,4.8,4.6,9.23,1,0.7646932
306,115,1,1.8,3.3,8.85,0,0.7698688
292,119,5,1.3,1.8,7.01,0,0.76912904
262,80,3,1.9,3.2,7.45,1,0.65635043
328,89,5,2.8,2.7,7.38,1,0.6527771
318,110,2,1.6,1.4,6.59,0,0.67420423
337,99,5,3.2,4.8,9.02,1,0.80334836
277,87,4,4.0,2.5,7.07,0,0.50459236
336,86,3,2.5,1.2,9.97,1,0.76729685
325,114,5,3.8,4.6,7.31,0,0.81157583
284,119,2,1.0,1.1,8.71,0,0.78042626
279,99,4,4.5,3.1,7.59,1,0.68540394
330,82,3,2.3,2.9,6.79,1,0.7356495
334,90,4,1.2,2.9,9.56,0,0.5851343
328,91,5,4.2,3.2,7.82,0,0.5913869
288,91,5,5.0,4.8,8.37,1,0.7482005
277,87,5,2.8,1.2,9.65,1,0.7462468
331,101,4,4.8,3.5,8.75,0,0.7326344
286,99,4,3.9,2.8,8.1,1,0.6904703
301,94,1,2.8,3.5,7.38,0,0.53032136
325,110,5,3.0,3.2,9.55,1,0.9128307
285,109,2,3.0,2.4,9.63,0,0.8529324
282,119,4,3.5,2.6,6.69,1,0.5889965
264,110,3,1.3,2.8,6.5,1,0.5370088
339,99,1,4.0,4.7,8.51,1,0.80549777
270,81,4,2.1,3.5,8.86,0,0.5620737
278,85,1,2.2,2.0,6.82,1,0.5845864
339,93,3,3.8,3.9,7.38,1,0.653918
271,105,1,2.4,2.9,8.23,0,0.6373708
261,112,5,3.3,4.6,7.44,0,0.6648506
302,102,4,4.0,3.6,9.04,1,0.7610169
281,104,2,2.0,4.8,6.98,0,0.5645997
285,117,4,2.8,4.7,8.45,0,0.7168859
292,116,1,1.0,3.5,8.61,0,0.76115143
283,107,4,4.1,2.9,6.06,0,0.57876515
328,114,5,3.7,1.9,9.28,0,0.76022536
280,86,1,3.3,1.4,8.57,0,0.49447855
305,81,5,1.7,3.4,9.84,0,0.61419797
277,96,4,3.2,2.1,9.28,0,0.7041939
264,106,5,2.8,4.9,9.8,0,0.8442172
267,81,5,1.8,3.9,7.08,0,0.48991817
316,91,3,3.9,2.5,6.88,0,0.5406084
264,95,5,4.1,1.9,6.06,0,0.4993272
272,111,5,2.9,3.7,8.59,0,0.72135437
325,97,3,2.0,1.5,8.29,1,0.67048335
296,95,3,2.4,4.3,6.13,1,0.59391487
288,84,1,1.7,3.2,8.2,0,0.46240014
328,103,2,4.3,4.6,8.14,0,0.7338459
291,90,3,2.0,3.6,6.26,1,0.61696255
307,103,2,1.4,4.1,7.6,0,0.5843842
261,93,1,2.0,2.9,6.46,1,0.6011389
328,115,2,4.1,2.0,9.96,0,0.89122814
310,80,4,2.3,4.1,6.12,0,0.5700168
294,105,3,4.3,1.0,8.49,1,0.7113047
274,105,1,1.3,1.3,8.33,0,0.6488394
331,83,2,1.5,1.2,8.98,1,0.73650354
324,105,2,4.5,3.5,7.84,1,0.6673969
297,83,2,4.7,2.7,9.34,0,0.55626225
276,111,3,3.3,2.1,7.76,1,0.66858524
339,95,5,4.0,1.3,8.58,0,0.53482646
304,116,5,3.9,3.1,8.13,1,0.7532002
260,95,3,2.6,1.3,7.63,0,0.51724154
262,119,3,3.0,4.7,8.87,1,0.77030224
329,99,4,4.0,4.6,8.38,1,0.7331679
311,96,1,2.2,4.6,6.17,1,0.6302104
312,99,1,2.0,3.2,6.14,0,0.6404458
262,111,4,4.0,1.4,7.22,1,0.6399363
306,90,5,1.9,4.9,9.39,1,0.7322802
334,108,3,4.7,3.5,9.53,1,0.86322147
265,106,1,3.1,1.1,6.44,1,0.5088057
305,100,1,2.5,2.5,6.63,0,0.5250295
320,118,1,4.2,3.7,7.02,1,0.6440541
302,108,3,2.8,1.2,7.46,0,0.61802584
315,116,5,4.7,3.0,9.19,0,0.80033034
329,111,1,3.5,3.4,8.47,0,0.7158614
279,120,5,4.6,3.4,8.18,1,0.8364261
306,120,5,4.4,3.9,8.13,0,0.7252213
313,91,2,4.7,3.5,8.67,0,0.6281224
300,103,5,2.0,2.0,7.51,0,0.49738213
334,105,5,2.2,2.9,8.97,1,0.8235731
325,100,4,4.4,3.2,8.62,1,0.74066305
290,110,1,1.9,3.0,9.43,0,0.84784067
323,86,4,1.8,1.7,9.51,0,0.5203794
317,112,5,3.5,4.3,7.52,0,0.7242299
314,96,3,3.1,1.6,9.62,0,0.70724267
305,119,5,1.6,2.8,8.89,0,0.7033079
283,97,3,2.1,2.2,9.31,0,0.69598395
336,80,5,2.7,1.4,6.78,1,0.74506104
296,99,1,3.1,4.7,8.08,1,0.6774369
300,100,4,1.5,3.7,8.09,1,0.65260524
284,117,3,1.2,3.0,7.53,1,0.6190164
288,111,5,1.1,1.7,8.68,1,0.74502873
290,101,3,3.1,2.6,9.86,0,0.80476105
261,104,5,3.6,2.7,9.66,1,0.8067606
271,111,5,4.1,4.9,8.56,0,0.74094105
264,110,3,4.0,2.3,8.5,0,0.7296862
320,114,1,2.4,4.8,6.72,0,0.8077101
315,92,3,4.7,1.2,8.69,0,0.5893528
337,95,2,3.5,5.0,8.68,0,0.77288896
330,116,3,4.4,4.5,6.1,0,0.94521856
296,120,4,4.3,3.7,8.94,1,0.8514345
295,98,3,4.4,4.0,8.93,0,0.6697056
333,120,2,3.4,2.4,9.24,0,0.82483864
288,94,2,2.7,3.0,6.11,0,0.46479112
339,112,4,4.4,3.5,7.34,0,0.848494
297,80,1,2.4,3.5,9.75,1,0.6646243
300,92,4,4.8,2.4,7.12,0,0.5532871
292,103,3,1.2,2.5,9.56,1,0.78148514
340,102,3,4.0,4.9,8.73,0,0.8035235
272,117,5,1.0,1.8,8.15,1,0.708766
265,108,2,1.7,1.8,9.99,1,0.8265528
325,95,5,3.7,4.8,6.92,0,0.6648578
